name,email,ssn,phone,address,transaction_amount,product,date,product_category,payment_method,store_location,customer_feedback,delivery_time_days,product_rating,quantity,brand
Kevin Cuevas,rcross@example.com,833-29-1233,001-282-905-8473x205,"879 Pace Place Apt. 592, Jeremyhaven, KS 80900",4532.34,section,1972-01-08,Furniture,PayPal,"Melindachester, Wyoming",Not satisfied,5,1.7,3,Apple
Sydney Berger,jamesbutler@example.net,290-55-8506,2132298966,"621 Reed Locks Suite 389, Bergville, HI 00717",5822.15,door,1999-08-24,Clothing,Credit Card,"Jenniferport, Wyoming",Will buy again,7,1.0,3,Samsung
Barbara Whitehead,beverly99@example.com,442-36-0882,5057338063,"366 Nguyen Dam, New Karenville, VA 87941",4242.71,purpose,2019-07-27,Toys,UPI,"New Stephanieland, New York",Okay,6,3.4,4,Samsung
Richard Lopez,ryan77@example.net,079-92-6067,001-652-721-4343x522,"301 Leslie Mountain Apt. 199, Ericksonview, OK 60221",3088.7,return,1982-01-16,Toys,Credit Card,"Karenmouth, Virginia",Will buy again,10,2.5,2,Adidas
Tony Jenkins,sydneyduncan@example.net,210-90-1111,+1-306-214-5673x256,"1322 Tyler Plains Apt. 290, West Katelyn, CT 57843",2732.11,out,1984-10-14,Grocery,Cash,"Wallerville, Arkansas",Great service!,1,2.7,2,Adidas
Philip Jones,xwright@example.net,392-08-3647,816.405.1988x583,"82153 Brian Pines Apt. 256, Christinestad, MH 96597",1869.31,issue,1979-06-26,Toys,Debit Card,"North Davidberg, New Hampshire",Will buy again,1,2.2,1,Samsung
Daniel Richards,kenneth35@example.net,137-67-9955,389.297.7709,"3185 Taylor Land Apt. 726, Port Robin, MT 83751",9670.91,decision,1995-08-27,Grocery,Credit Card,"Mayhaven, Vermont",Will buy again,7,3.1,5,Apple
Matthew Elliott,thomaskevin@example.org,855-52-2178,455.407.6822,"96773 Zachary Radial, West Sandra, OK 16867",6538.81,southern,2021-09-06,Clothing,Debit Card,"North Chad, New Mexico",Poor quality,5,2.7,3,Samsung
Amber Thomas,kbuckley@example.org,279-55-3384,557-370-7069x82458,"9709 Marshall Fields Suite 876, New Juliebury, MP 01805",2096.72,bed,2023-05-02,Electronics,PayPal,"North Meganbury, Alaska",Poor quality,6,2.2,2,Samsung
Robert Robinson Jr.,davidtaylor@example.net,829-18-9193,001-999-473-1479x006,"5968 Bates Course, Kimside, NJ 40061",4722.84,travel,2011-11-30,Toys,Debit Card,"Frankbury, Kansas",Poor quality,7,3.0,2,Adidas
Victoria Hendrix,isalinas@example.net,016-14-2088,571.214.4085x1322,"83993 Daniel Rue, Cantustad, VA 42403",8905.0,cell,1970-01-05,Toys,PayPal,"Palmermouth, Kansas",Fast shipping,4,2.0,2,Ikea
Ian Rangel,davidpatel@example.com,077-06-4778,426.337.5408,"2979 Ryan Canyon, Schultzbury, PA 07357",1317.32,total,1984-12-06,Home,PayPal,"Haleyshire, Nebraska",Okay,6,1.7,1,Nike
Adrienne Figueroa,edwinmalone@example.com,245-28-7692,610.681.5906x24128,"97363 Alexander Mission, East Andrew, WY 16542",558.85,leg,2010-03-09,Books,PayPal,"Cassandrastad, Arkansas",Fast shipping,6,1.2,1,Nike
Dr. James Gilmore DDS,fholmes@example.org,652-22-0400,871-457-3468,"749 Margaret Inlet, South Victorchester, IA 07910",9592.23,be,1973-05-31,Grocery,Debit Card,"South Erik, Connecticut",Will buy again,9,2.6,5,LG
Heather Davila,donna87@example.net,506-80-5048,001-280-367-5964x977,"3538 Laura Summit Suite 518, Port Michaelside, UT 84498",9814.54,learn,1974-12-28,Clothing,PayPal,"Lake Gregoryville, New Mexico",Okay,1,4.8,2,Samsung
Angela Sampson,victoria75@example.org,618-71-2223,500-592-8371x58155,"USNS Crawford, FPO AE 65746",4718.94,try,1972-10-09,Toys,UPI,"Port Charles, Maine",Fast shipping,2,3.5,4,Nike
Joanne Chen,matthew52@example.net,176-37-8979,943-878-5436x3226,"74137 Erica Park, New Shelly, MD 73564",4173.54,couple,1974-07-30,Books,UPI,"Lake Meganfurt, Pennsylvania",Not satisfied,4,2.1,4,Apple
Jenna Henderson,smithcarolyn@example.org,407-35-8554,684-576-1891,"27252 Hooper Extensions Suite 365, New Jamesmouth, SC 85607",822.51,cause,2023-11-04,Furniture,Debit Card,"Meganmouth, Pennsylvania",Will buy again,3,3.1,5,Apple
Earl Moore,tonimccoy@example.com,456-45-0833,737-519-0675x68468,"5341 Solis Pass, Rhondaland, CT 88597",728.85,agent,1982-09-25,Books,UPI,"South Mary, Mississippi",Okay,8,2.6,1,Apple
Vincent Lucas,dharris@example.org,673-94-7140,(533)675-4706x609,"78666 Shawn Turnpike, Onealville, AL 26277",4278.53,little,2001-11-27,Toys,UPI,"Bautistabury, Georgia",Poor quality,8,4.7,1,Samsung
Paul Ramirez,kmcmillan@example.net,476-60-5939,(581)408-2742x70861,"63345 Johnny Mountain Apt. 527, Chungmouth, CO 16226",6877.51,best,1999-11-06,Home,Cash,"Staceyport, Pennsylvania",Will buy again,3,1.3,1,Apple
Jeff Robinson Jr.,vthomas@example.org,525-60-2930,862-701-9722x432,"381 Patrick Mountains Apt. 177, Lindseyshire, SD 29689",8639.16,evening,2017-08-12,Home,PayPal,"Jasmineborough, North Carolina",Great service!,8,1.3,3,Adidas
Michael Bishop,sarah53@example.net,104-94-3145,001-542-786-3916x9831,"42223 Miles Garden Apt. 518, Port Ryanfort, ID 63884",7656.48,area,1996-02-14,Furniture,UPI,"Kaitlinville, Arkansas",Not satisfied,8,3.1,3,Ikea
Roberta Mccarthy,keithmoreno@example.org,355-16-3869,889.231.7868,"3521 Bell Key Suite 373, Changshire, AK 52390",7619.89,politics,1993-09-07,Clothing,Net Banking,"Maryside, Maine",Poor quality,6,1.5,5,Ikea
Elizabeth Butler,mackenzie32@example.org,716-97-1001,878-756-5424,"Unit 4839 Box 0987, DPO AE 07731",8836.4,thought,2007-05-06,Clothing,Debit Card,"Harrischester, Nebraska",Fast shipping,4,3.7,1,Apple
Charles Sullivan,lewisgabriela@example.org,468-85-0705,324.991.9787x2114,"926 Jose Plain Suite 540, Jenniferport, NE 35193",3902.73,imagine,2018-08-27,Books,Credit Card,"Sparksmouth, Alaska",Poor quality,1,3.4,2,Nike
Frank Davis,ortegacharles@example.com,527-90-3775,493-647-6729x42174,"513 Johnson Radial Suite 495, North Michaelport, AK 45756",4274.96,dream,1976-10-29,Home,Net Banking,"Jessicaberg, Washington",Fast shipping,2,1.0,2,Sony
Christian Lopez,jessicamurphy@example.org,211-87-5050,560.922.9534,"187 Miller Camp Apt. 687, Port Stevefurt, GU 61138",1064.28,claim,1998-05-31,Books,Credit Card,"Kevinstad, Nevada",Fast shipping,1,1.8,2,Adidas
Gregory Nelson,francopatricia@example.net,364-94-4206,259-469-0492x2036,"USNS Fletcher, FPO AA 17466",5892.59,hope,2009-04-05,Electronics,Cash,"South Tyler, Mississippi",Okay,4,1.7,1,Samsung
Clifford Fleming,alexander02@example.com,389-79-3453,555-828-7941,"869 Edwards Court, South Brady, NM 50686",6590.22,leader,2006-05-10,Grocery,Net Banking,"Beanside, Idaho",Will buy again,10,3.0,1,LG
Candace Colon,joseph55@example.net,067-29-3252,3913112952,"6049 Christina Street Suite 271, North Erinmouth, RI 78434",7313.36,director,1997-11-15,Electronics,Credit Card,"New Andreaton, Connecticut",Will buy again,7,2.5,5,Sony
Cheyenne Smith,lewisanthony@example.org,405-35-9550,(266)428-7865x51337,"11953 Jensen Cliff, Derekmouth, IN 43650",6834.3,standard,1994-05-27,Grocery,Net Banking,"Villegasmouth, Texas",Poor quality,10,1.0,2,Samsung
Kendra Reed,ericbowen@example.net,852-79-9137,(977)209-8133x97944,"13458 Kelly Crossroad Suite 040, Lake Michael, MA 99013",4980.91,feeling,1977-09-10,Electronics,PayPal,"New Christophermouth, Hawaii",Not satisfied,9,3.4,5,Nike
Kendra Parker,garrettdana@example.org,513-42-2037,720.315.8761,"717 Joan Ramp Apt. 845, Amymouth, RI 92010",8298.5,difference,1974-09-18,Books,Debit Card,"Port Mary, Utah",Great service!,7,2.2,5,Nike
Sandra Martin,walkeralyssa@example.net,135-89-2084,4222951185,"958 King Expressway Apt. 647, Smithmouth, NH 19192",5583.9,key,2005-06-08,Books,PayPal,"East Courtneychester, Minnesota",Will buy again,1,4.5,5,Adidas
Cheryl Newman,isaiahbarajas@example.net,702-05-9753,001-398-531-0136x154,"785 Shepherd Parkways Suite 766, Cookmouth, CA 84035",9965.72,open,2024-12-25,Toys,UPI,"Hernandezfort, Colorado",Will buy again,9,1.7,3,Ikea
Pamela Johnson,laneandrew@example.net,168-52-5101,3053256280,"11202 Rice Squares Suite 115, West Michelleborough, NH 30710",7812.18,often,1988-06-29,Home,Cash,"Sherrihaven, Illinois",Fast shipping,8,2.2,3,LG
Christine Ponce,ambersmith@example.com,372-42-5038,(741)201-5911x26155,"155 Walker Parkways, South Vincent, UT 16932",187.3,whole,2021-07-15,Furniture,UPI,"Frankshire, Pennsylvania",Fast shipping,3,1.8,3,LG
Trevor Frost,mmartinez@example.com,156-69-1895,+1-286-860-2957x778,"34082 Tucker Prairie Suite 425, Port Jonathon, PW 48667",1514.4,job,1992-11-26,Furniture,Cash,"Owensstad, Idaho",Not satisfied,6,2.0,5,Nike
Larry Banks,michaelburns@example.org,737-73-4679,(981)456-4121,"63660 Patterson Island Apt. 334, Port Richard, AL 09725",2119.29,without,1995-01-14,Home,UPI,"Trevorchester, Missouri",Not satisfied,3,4.7,4,Nike
Michael Jordan,erincarter@example.com,860-69-3550,329-213-5347x69462,"2650 David Terrace Suite 219, East Michaelborough, MI 78434",8667.86,charge,2020-07-06,Home,Net Banking,"Brittanyshire, Minnesota",Fast shipping,3,1.2,1,Ikea
Charles Randolph,toddlester@example.org,442-58-6920,(947)438-9570,"24230 Jasmine Way Apt. 868, West Bradstad, AS 19175",291.66,little,2005-03-15,Clothing,Cash,"Veronicaport, Nebraska",Okay,8,4.8,3,Sony
Joel Johnson,martinezmatthew@example.org,782-79-6553,001-594-887-5536x5756,"94899 Brandon Lakes, Lake Victoria, OH 42049",9881.37,citizen,2016-09-08,Grocery,Net Banking,"South Patriciaberg, New Mexico",Poor quality,1,1.6,3,Nike
Sharon Weaver,matthew78@example.net,047-24-7096,+1-869-985-2419x45564,"PSC 2868, Box 3897, APO AE 99072",6113.12,matter,2023-07-18,Toys,PayPal,"West Tricia, Tennessee",Not satisfied,3,4.2,2,Adidas
Sara Carter,qhunt@example.com,718-04-5484,(327)960-0752,"USCGC Moyer, FPO AP 50553",3391.48,decision,1983-11-28,Books,Cash,"Johnville, Oregon",Not satisfied,4,1.8,4,Samsung
Elizabeth Mccormick,holly70@example.org,335-85-4087,350.458.2101x9159,"85143 Young Camp, Blackburgh, CA 19022",8800.48,economic,2015-09-15,Books,Cash,"West Benjaminton, Iowa",Okay,8,2.3,1,Nike
Dawn Hughes,maloneterri@example.net,876-42-3653,001-486-378-7015,"41331 Dalton Overpass, Port Zachary, WA 07491",6352.54,model,1982-07-17,Grocery,Net Banking,"Ashleyhaven, Florida",Okay,9,2.4,4,Samsung
Rebecca Burgess,hobbseric@example.org,182-97-0965,7376754003,"349 Shannon Loop, Pamelaport, MD 81076",4496.41,thousand,2021-04-13,Toys,PayPal,"North Justinstad, Virginia",Will buy again,7,1.2,5,Ikea
Michael Green,courtneyday@example.org,134-04-5012,612.443.5683x4764,"94302 Terry Falls, Oliverstad, AR 12801",6977.49,party,1986-07-23,Toys,UPI,"Westhaven, Ohio",Poor quality,8,1.4,1,LG
Matthew Torres,ecollins@example.com,527-44-3990,907.636.9755x92753,"39459 Cynthia Cliff Apt. 413, Tranburgh, IL 43970",3990.5,property,1982-12-07,Toys,Cash,"Lanestad, Pennsylvania",Poor quality,9,1.6,4,Ikea
Dana Mora,thomassamantha@example.net,668-53-5162,(470)522-8658,"USS Howard, FPO AE 69558",8015.15,tree,1990-08-02,Grocery,UPI,"North David, Florida",Will buy again,1,2.3,5,Apple
Louis Johnson,rebeccacastillo@example.com,610-72-2120,001-266-667-9328x966,"3812 Michelle Rest Apt. 753, South Veronicaton, MA 62348",6409.77,ok,2003-07-31,Furniture,Credit Card,"East Melissaview, Alaska",Not satisfied,5,1.8,4,Samsung
Keith Davies,james76@example.org,337-74-6516,001-780-884-6394x564,"Unit 6219 Box 0349, DPO AP 34114",8151.35,center,2003-01-18,Clothing,Net Banking,"Boothstad, Minnesota",Not satisfied,1,2.4,5,Sony
Taylor Rodriguez DVM,susanadams@example.org,171-88-2968,(754)358-2810x64550,"77113 Garcia Creek, Katherinehaven, MS 49709",9877.92,mind,1996-12-20,Electronics,Credit Card,"Cynthiachester, Massachusetts",Poor quality,6,3.2,4,Nike
Hunter Brooks,carrillomatthew@example.com,393-49-1997,(967)417-6924x239,"972 Nichols Shores, Hubbardhaven, VT 84426",6231.34,seat,2024-07-10,Books,Credit Card,"Morganshire, Idaho",Will buy again,2,1.6,1,Sony
Eddie Miller,bcarpenter@example.net,874-72-1068,001-471-868-5696x040,"0248 Hall Mountains Apt. 429, Juliatown, IL 90681",7113.2,six,1976-07-23,Grocery,PayPal,"South Valerieton, California",Will buy again,8,4.2,4,Apple
Brandon Brown,laura96@example.org,518-78-7119,001-900-253-3260x6920,"632 Cantrell Overpass Apt. 361, Riddleside, CA 87544",6545.13,shoulder,1981-01-28,Clothing,Net Banking,"Laurieborough, Minnesota",Great service!,10,4.8,1,Ikea
Joyce Alexander,wmoore@example.org,471-42-4562,+1-408-567-7016x24499,"USS Thompson, FPO AP 40822",2919.76,point,1974-05-31,Grocery,PayPal,"North Tiffany, Louisiana",Great service!,2,4.1,4,Samsung
Brandon Hudson,zwilson@example.net,503-75-2334,335.420.5086,"2635 Bradley Mews, Michaelborough, SD 88012",3140.32,game,2013-12-06,Furniture,Cash,"South Amy, Mississippi",Not satisfied,2,4.8,3,Sony
Patricia Clark,shirleylong@example.org,466-11-1421,+1-344-349-6569x075,"311 Oconnor Tunnel, Welchton, AK 96264",8498.47,fall,1997-05-08,Furniture,UPI,"South Daniel, Kentucky",Great service!,10,3.3,3,Apple
Howard Collins,dustin66@example.org,283-19-8455,001-927-649-9522x290,"2728 Soto Gardens, New Brendabury, NC 69653",2587.59,general,1998-02-15,Clothing,Net Banking,"East Tanyachester, Mississippi",Not satisfied,6,2.4,4,Nike
Daniel Jones,lisa37@example.org,178-34-3951,541-486-6938x24223,"199 Jesse Orchard, Nguyenhaven, PR 16537",7694.33,song,2005-12-05,Grocery,UPI,"North Steven, Hawaii",Okay,8,1.7,4,Sony
Barry Hines,scox@example.com,063-19-9701,(409)519-6342,"461 Barbara Lane Apt. 452, West Richardburgh, GU 09331",340.92,term,2017-02-07,Grocery,UPI,"North Michael, Idaho",Not satisfied,1,1.4,3,LG
Leslie Chang,santossarah@example.org,713-70-7455,971-354-8340x787,"5266 Hahn Vista Apt. 133, Baileyview, NH 37536",1473.65,fine,1970-09-18,Electronics,PayPal,"Lindamouth, Nevada",Okay,6,4.0,5,Ikea
Kayla Daniel,danielle68@example.com,292-50-4585,001-209-960-1872x364,"91907 Edwards Trace, Wilsonside, CO 73970",1223.5,already,1971-09-18,Home,Debit Card,"East Arthurville, Nebraska",Poor quality,6,3.7,1,Apple
Laurie Wade,harrisbrittany@example.net,522-06-7440,263.849.4749x1128,"57703 Baker Club Suite 634, West Katelyn, OK 40176",2877.64,determine,1997-08-23,Toys,Cash,"West Bryan, Hawaii",Poor quality,3,3.9,3,Ikea
Heather Bowen,wilsonmadison@example.com,452-43-9533,9858093027,"69012 Green Path, North Shaun, WI 73469",9271.74,push,2016-05-04,Toys,PayPal,"New Daniel, Georgia",Okay,2,2.9,2,Samsung
Angela Brown,odonnelldavid@example.org,297-30-1003,549.211.0232x883,"0033 Christopher Unions Apt. 259, Angelaville, TN 98516",4199.7,trip,2011-05-03,Electronics,Debit Card,"Reedbury, Georgia",Poor quality,1,3.6,2,Adidas
Tyler Sullivan,jerryjames@example.net,359-64-1850,644.236.6888x0868,"08853 Hill Lights, New Zachary, WI 07339",4818.85,girl,1974-05-09,Books,Credit Card,"Port Hollystad, Delaware",Fast shipping,6,2.9,1,Apple
Andrea Lopez,douglasperkins@example.com,279-93-1419,293.660.5615,"626 Chase Station Suite 168, North Melissa, HI 76849",4261.67,relationship,1995-11-13,Electronics,PayPal,"Josephborough, Oklahoma",Great service!,4,2.1,2,LG
Tracy Carney,anthonywilliams@example.org,081-25-9440,662.416.5389x17506,"33476 Lauren Plains, West Lauren, NM 80331",8787.9,decade,1971-06-02,Grocery,Debit Card,"Heatherchester, Massachusetts",Okay,2,1.9,4,Ikea
David Nelson,alexandra48@example.com,540-24-6189,001-882-560-4291,"3177 Douglas Knoll Suite 025, South Pamela, LA 67200",8207.34,plan,2019-06-22,Grocery,PayPal,"Lemouth, Wyoming",Fast shipping,4,3.4,4,Apple
Rebekah Lambert,michelle20@example.net,427-82-1801,572.982.1752x2159,"03729 Scott Road, West Wesleyfurt, CA 90740",9610.7,son,1999-07-17,Clothing,Debit Card,"Port Seanfort, Oklahoma",Not satisfied,8,1.9,3,Sony
Cindy Orr,uvillanueva@example.org,195-78-2129,8924304494,"028 Walker Motorway, Jacksonbury, AK 21407",3775.93,car,1989-03-14,Toys,UPI,"Port Jilliantown, Texas",Fast shipping,6,1.8,1,Ikea
Keith Thompson,oliviaware@example.com,622-18-7436,716-846-4107x48856,"98211 Kristin Pines Apt. 558, West Jim, TX 57562",9549.97,first,1993-01-11,Clothing,Credit Card,"Port Annafurt, Wisconsin",Great service!,7,3.8,1,LG
Timothy Johnson,luis38@example.net,212-77-0529,820.872.5675,"1059 Bradley Flat, South Christopher, HI 89363",7053.37,expect,2011-10-31,Electronics,Cash,"West Jasonview, North Dakota",Okay,10,4.5,3,Adidas
Elizabeth Mccann,mariabrown@example.net,002-42-5124,363-486-6844x3622,"USNS Lynch, FPO AE 86029",1637.37,heavy,2000-06-01,Home,PayPal,"Cuevastown, New Mexico",Great service!,8,3.4,5,Adidas
Michael Tate,cynthia17@example.net,798-34-9399,735-245-7629,"960 Harold Landing Apt. 560, Jamiefurt, VI 21970",2565.93,policy,1972-09-23,Furniture,Cash,"Gallaghermouth, Indiana",Great service!,4,4.4,4,Sony
Katie Cain,christopher07@example.net,165-47-0468,+1-857-700-8251x786,"8225 Harris Stravenue, Jasonchester, MD 49007",5512.33,see,1990-06-11,Clothing,UPI,"Debbieville, Florida",Poor quality,6,3.9,4,Apple
Joseph Garza,johnsmith@example.org,580-13-6541,001-968-564-1808x05536,"11299 Frederick Heights Suite 848, North Audreymouth, HI 44674",5015.8,alone,1992-11-14,Clothing,PayPal,"Rogerberg, Michigan",Poor quality,4,1.4,2,Ikea
Amy Dickerson,rgriffith@example.net,798-39-9664,001-391-756-8504,"513 Palmer Views, Lake Tamara, FL 52843",3813.13,education,2007-06-22,Furniture,Credit Card,"West Christopher, New Hampshire",Great service!,6,2.0,3,Apple
Todd Austin,lgray@example.org,143-99-7327,+1-700-567-3838x61689,"485 Elizabeth Crossroad Suite 106, Kathytown, MA 77694",6820.98,investment,1982-06-03,Clothing,Net Banking,"West Catherinefurt, North Dakota",Poor quality,9,2.3,1,Ikea
Carly Austin,sloanjason@example.net,889-66-7378,+1-238-514-3892,"32227 Anne Bypass Suite 060, West Angelicaside, TX 59158",4087.73,knowledge,1973-03-06,Clothing,PayPal,"Pierceberg, Arkansas",Poor quality,7,3.2,1,Apple
Anna Baker,christine43@example.org,400-27-3439,2265605737,"98972 Angie Streets Apt. 107, Richardmouth, NM 65564",5513.82,little,1977-06-10,Grocery,PayPal,"Rodriguezview, Michigan",Okay,5,3.5,2,LG
Luke Stanton,pamelahernandez@example.net,581-76-4412,001-595-842-9221,"USNS Lynch, FPO AE 98866",5680.97,debate,1979-03-27,Electronics,Cash,"Jonathanside, South Dakota",Poor quality,9,1.1,2,Adidas
Priscilla Harding,mirandarachel@example.net,536-97-0448,3842481005,"7386 Omar Corner, Hodgesbury, CA 41422",1965.44,foreign,2007-11-05,Clothing,UPI,"Andersonchester, Rhode Island",Not satisfied,6,3.7,1,Apple
Troy Jackson,jillianfrazier@example.org,553-16-8046,+1-568-688-9028x388,"83146 Frederick Lodge Apt. 847, Davidberg, IA 88521",6294.82,off,1987-08-20,Home,Debit Card,"West Ashley, Maryland",Not satisfied,5,1.6,4,Sony
Laura Strong,sharonoconnell@example.com,189-53-9108,4644986276,"185 Jones Lodge, Rogersstad, MH 54937",1640.64,voice,2007-12-20,Furniture,Credit Card,"West Dustin, Kansas",Fast shipping,3,4.3,1,Apple
Veronica Miller,alvin12@example.com,603-56-1805,3992546277,"303 Roberts Plain Apt. 635, Kyletown, VA 55054",5869.97,property,1977-10-26,Clothing,Cash,"Jillborough, New York",Not satisfied,5,1.8,5,Ikea
Jessica French,torresjoshua@example.net,233-59-6438,681.400.0517x98203,"75035 Cervantes Mountains Apt. 526, North Lorraine, IN 73083",8458.83,indeed,2010-09-03,Clothing,Debit Card,"West Tracyburgh, Illinois",Great service!,8,2.4,1,Adidas
Gregg Mcfarland,rking@example.com,828-59-2078,+1-784-547-7140x5094,"93512 Kelley Port, South Candice, MS 67973",7556.68,debate,2000-02-27,Toys,UPI,"Port Elizabeth, Michigan",Fast shipping,8,2.2,5,Sony
Savannah Moreno,awheeler@example.net,123-76-6747,8583980640,"0450 Theresa View Apt. 372, West Rachel, AS 74895",2463.14,down,1994-11-17,Toys,Credit Card,"Danafort, West Virginia",Okay,4,2.3,1,Sony
Stephen Mckay,colekyle@example.com,059-84-9338,+1-386-408-6485x15917,"9971 Patrick Court, New Robertview, OR 19855",9359.54,spring,2003-02-10,Home,Cash,"Wiseland, Mississippi",Okay,6,2.7,2,Sony
Jonathan Johnson,lisasmith@example.com,802-72-0705,(430)730-2540x88082,"USS Schultz, FPO AA 72099",4503.7,see,2005-11-14,Toys,Net Banking,"Jefferyberg, Arkansas",Not satisfied,7,1.1,2,Sony
Casey Townsend,deanwest@example.com,417-11-8101,898.742.5782x1439,"765 Brianna Springs, North Paul, VA 47468",5729.56,remember,1984-07-24,Books,Debit Card,"Stephaniebury, Illinois",Not satisfied,10,4.4,5,Sony
Michael Hendricks,walterskimberly@example.com,522-59-7151,001-585-555-1416x5843,"98522 Archer Lodge, Port Gabriel, MH 67729",6362.37,alone,2022-03-26,Toys,Debit Card,"Dawnport, Kansas",Poor quality,7,2.2,1,Nike
Trevor Davidson,michaelmiles@example.net,777-36-1293,3708611835,"023 Edwards Rapids, West Amy, RI 85913",5003.6,term,2005-07-28,Books,UPI,"Beverlyborough, New York",Fast shipping,4,4.6,3,Apple
Kathy Thomas,jamesshelton@example.net,755-86-6028,808-515-9954,"322 Scott Course Apt. 200, West Peggy, NJ 26422",1852.32,contain,2024-01-28,Grocery,Credit Card,"Port Rachel, Maryland",Poor quality,10,2.2,5,Nike
Russell Robertson,greencassandra@example.org,014-22-4000,476-300-2713x34692,"928 Forbes Summit, Juliafort, KS 86377",5964.15,writer,2016-03-13,Books,Credit Card,"Michaelmouth, Wisconsin",Okay,7,4.2,5,Ikea
Sonya Hamilton,rhodeskathryn@example.net,892-31-8180,(648)734-5687,"78949 Tamara Burg Apt. 145, East Zacharymouth, IN 86123",634.77,always,1978-04-15,Books,Cash,"Smallborough, Hawaii",Poor quality,1,3.6,5,Apple
Stephen Cole,stephen62@example.net,637-50-5647,235-845-2006,"2008 Hickman Ville, South Ryan, NY 81684",4083.27,chance,1987-09-10,Home,Credit Card,"Robertston, Nebraska",Poor quality,3,2.1,3,Samsung
Megan Moore,kayla76@example.org,686-38-2049,001-550-672-8556,"11616 Harrington Inlet Suite 185, Crosbyside, WY 45164",2586.52,discover,2011-09-12,Electronics,UPI,"Port Thomasville, North Carolina",Will buy again,2,2.2,2,Apple
Luis Green,loretta49@example.com,837-26-7113,001-618-637-5489,"8183 Gabriella Vista, East Anthonymouth, CA 78979",2422.66,enjoy,1995-10-06,Grocery,Credit Card,"West Wendyside, Wisconsin",Poor quality,1,4.2,5,Sony
Paul Hammond,jermainegriffin@example.net,115-66-6546,400-478-8279x8178,"USNS Ruiz, FPO AE 41069",3180.9,professional,2015-07-15,Toys,Cash,"Lake Ricky, Kentucky",Fast shipping,8,1.2,1,Samsung
Shelly Sanchez,christopher08@example.org,159-32-8301,001-656-286-5166x88231,"257 Smith Burgs, Dillonburgh, VA 70770",3052.65,instead,2007-07-20,Toys,UPI,"East Penny, Texas",Fast shipping,4,1.0,3,Ikea
Jennifer Morgan,hunterthompson@example.com,100-94-5077,+1-202-587-2910x701,"3272 Nunez Lodge Apt. 913, Newmanfurt, CO 55846",7820.62,thing,2016-09-10,Clothing,Net Banking,"Bellberg, New Hampshire",Great service!,7,4.0,4,Samsung
Frank Brown,rodriguezamy@example.net,068-17-7091,(905)658-4221,"359 Kimberly Plain, Callahanchester, WI 00772",8663.83,individual,1972-02-11,Furniture,Net Banking,"South Shawn, Vermont",Will buy again,10,1.7,1,Adidas
Eugene Kramer,valdezangela@example.com,714-65-9858,827.333.0361x693,"PSC 1396, Box 7838, APO AP 90860",3669.68,onto,1973-12-11,Books,Cash,"Debratown, Arizona",Not satisfied,3,4.6,3,Adidas
Peter Wallace,swillis@example.com,730-78-6786,689.894.3392x3122,"794 Allen Summit Apt. 835, Vazquezhaven, MO 52423",5331.1,pattern,2023-11-07,Home,Net Banking,"Watkinsstad, Louisiana",Will buy again,9,3.8,3,LG
James Boone,wagnerkimberly@example.org,232-02-6962,(328)689-1203,"50152 Jeffrey Brook, East Briantown, IA 61795",8116.91,news,2022-01-01,Clothing,Credit Card,"East Shannonport, Illinois",Poor quality,10,3.6,2,Sony
Patricia Tran,kcarlson@example.org,044-15-5257,5304266778,"21767 Karen Club, East Ruben, NV 61644",3321.4,outside,2010-02-11,Books,Cash,"South Bill, Ohio",Great service!,6,4.9,5,Adidas
David Walker,joannacampbell@example.net,620-34-0934,843-907-9843x952,"5717 Linda Manor Suite 999, East Aaronchester, TX 67633",514.36,behind,2022-12-31,Toys,Credit Card,"South Lisa, Maryland",Poor quality,7,3.1,3,Sony
Richard Beard,michelle91@example.org,057-51-3297,+1-375-323-8774x71390,"53544 Kaitlyn Parkway Suite 972, South Anthony, MT 24359",1023.76,large,2003-04-04,Books,UPI,"East Alexandraview, Wyoming",Poor quality,10,3.5,3,Sony
Robert Bailey,bradley42@example.org,526-45-2199,852.969.1052,"PSC 0107, Box 1536, APO AP 56122",5567.61,ball,1974-02-10,Electronics,Debit Card,"Mistyside, Utah",Great service!,8,2.1,4,Apple
Rebecca Harrington,andersonanna@example.org,003-92-6331,(358)489-1546,"840 Hart Radial, Colinborough, DC 51632",4851.92,get,1982-08-07,Furniture,UPI,"Lake Julie, Rhode Island",Great service!,7,1.1,1,Nike
Shelley Gould,mccormickwilliam@example.com,315-19-8056,(347)934-8172x62116,"80065 Wood Port Apt. 848, North Jillianbury, ID 04858",9056.58,probably,2010-09-28,Furniture,Cash,"Stephaniestad, Arkansas",Will buy again,5,1.1,1,Apple
Victoria Ayala,katherine08@example.org,168-18-5563,446-648-5439,"2900 Dennis Springs Suite 422, East Sarahton, AK 98470",4223.25,capital,1980-01-16,Clothing,Net Banking,"Jessicastad, Iowa",Will buy again,10,2.5,2,Ikea
Matthew Moore,whitney83@example.org,060-15-1622,804-868-7321x87161,"6111 Gonzalez Falls Suite 997, West Michael, VT 64271",3012.48,system,1998-11-05,Books,PayPal,"Lopezstad, Maryland",Fast shipping,2,3.7,3,Apple
Leah Reyes,maryreyes@example.com,110-42-1472,735-372-9923x4179,"17380 Kirk Springs, Hoffmanmouth, FM 15908",5742.44,total,1977-08-23,Home,PayPal,"Michaelview, Indiana",Will buy again,1,3.3,5,Apple
